CENTRALWAITING1AC1,127.0993141
WAITING/ACTIVITYAREA1DC1,178.2169708
ROOF2R02,578.7414997
CORRIDOR1EC1,50.950835
ROOF3R01,1729.774807
MAINMECHANICALROOM2D05,226.04322
CORRIDOR2AC3,25.4807999
CORRIDOR1BC2,27.31731525
TECH.OFFICE2D18,82.089156
CORRIDOR1CC1,40.23448
PHARM.DISP.1A16,65.22472
CORRIDOR1DC3,29.65476604
PHYSICALEXAM1C18,55.37747
LAB1B04,51.1950656
CORRIDOR1BC4,41.72148526
CORRIDOR2BC3,24.92304611
CORRIDOR2BC5,20.941674
RECEIVING/STORAGE1E24,115.1199912
CORRIDOR2AC1,39.02683601
CORRIDOR1CC3,10.608154
PROVIDERCUBICLES1D16,65.26142
CORRIDOR1DC7,29.82494475
CORRIDOR2BC2,27.59131613
BMETWORKSTATION1E16,46.7310228
DENTALWAITING2A11,31.7576639
CORRIDOR2CC3,16.08426
CORRIDOR1AC5,19.219196
CORRIDOR2DC2,28.37771404
CORRIDOR1AC3,15.00834681
PROVIDERCUBICLES1D25,65.19988
CORRIDOR1DC6,13.885884
CORRIDOR2CC2,12.3633
PROSTH.LAB2C17,28.58567199
CORRIDOR2AC4,13.3551
M.STAFFTOILET2C07,12.64593968
CORRIDOR1DC4,14.1001505
CORRIDOR2CC1,17.41818966
TECH.WORKSTATION1E06,35.87712
CORRIDOR2CC4,10.0491
OPENTOBELOW2AC1-B,74.36477597
W.STAFFTOILET2C08,11.81463896
RMOANALYST1A02,26.65783112
OPT.EXAM/OFF.1C07,16.30298113
RECEPTION1B01,8.8082864
RECEPTION1B13,21.46037404
CONSULT.2C03,31.93688966
SYS.ANALYST2D04,19.44117106
CORRIDOR2BC4,11.546946
TEAMINTERACTION1D22,22.55096041
CORRIDOR1AC2,19.09846713
STAIR1CS3,12.75474344
CORRIDOR2AC2,13.92585484
LIBRARY/CONF.ROOM2A01,24.92560559
CORRIDOR2CC5,7.417722
CORRIDOR2DC1,20.1438
ADMIN2A14,31.49841497
IMMUNIZ'NROOM1D40,15.39988
LOUNGE1A10,9.519166011
DIPCCLEAN2C12,13.256738
FUNDUSCAMERAROOM1C09,13.77182871
CENTRALMECH.RM.1E15,27.1572756
ELEC.ROOM1E19,8.888087942
BEEEQUIP.STORAGE1E23,8.054825871
CORRIDOR1EC4,8.463390043
CMDROFFICE2D11,14.48541168
SOIL.UTL./TRASH2B25,6.7255
STAFFLOUNGE1B10,9.406536
DEVELOPING2A13,6.885029095
X-RAY2A12,10.34281402
CORRIDOR1AC4,8.799656433
LOUNGE2C22,10.32407253
INTERACTIONSTATION1D11,11.874652
OHDTR#12A05,10.44778121
TRICAREOFFICE1A07,7.969378
CORRIDOR1DC2,5.9337
CORRIDOR1DC8,5.878835248
CORRIDOR1BC1,5.0958
RADIOGRAPHICROOM1B19,28.23269032
SEC.WAIT2D10,15.66376
RMODIR.2D16,8.967280013
OFFICE2B01,8.597788478
WAITING2B11,9.524945901
PHTECH2B18,8.660007676
ROOF2R01,50.907749
STAFFLOUNGE1E11,13.65974
INTERACTIONSTATION1D07,11.74148202
INTERACTIONSTATION1D32,11.874652
TOILET1D18,7.3873646
SPECIMENTOILET1B02,4.903969
COUNSELING1A15,5.868032
CORRIDOR1CC2,7.569486
RECEPTION1C02,8.818636
OPT.EXAM/OFF.1C10,16.98138779
GROUPIS1D21,17.922534
GROUPIS1D23,17.917926
SUPER1E08,9.10116
BIOMEDMAINT.ADMIN.1E18,14.363332
WORKROOM1E26,18.345618
ISOLATIONINTERACTIONSTATION1E33,12.455744
CORRIDOR1BC3,12.42490275
BLOODDRAW1B03,8.906972
COMM.ROOM2C15,8.823256
CONF.ROOM2D20,29.35535247
LIBRARY/CLASSROOM2D21,26.44253621
INTERACTIONSTATION1D02,10.72076
TRMTRM.DIRTYPROC.1D05,13.43132609
TRMTROOM1D38,22.19852
PEDIATRICWTS&MSRS1D31,10.2185637
CERAMICLAB2C16,10.13784399
GEN.DENT.DTR#102C14,11.04397
M.TOILET1A12,9.146935978
W.TOILET1A09,9.817789575
TOILET2D13,4.183106411
VISUALFIELD1C05,10.1044896
SCREENEYETEST1C08,9.098656
SL.LIN./TRASH1D01,1.662334829
SPECIMENCOLL.LAB1D12,9.427521701
MDISVIEW1D19,5.115816
ADMINWORKSTATN.1D27,9.958312
PEDIATRICWAITING1D33,11.882572
JAN.CL.1D39,1.661435527
ECGTEST1C16,9.036384
TRASH1E20,7.87702632
ADPEQUIPSPACE1E25,10.5608804
HK.SUPV.OFFICE1E29,9.949552
TECH.WORKROOM1B17,23.03667979
SUPEROFFICE2A02,10.023352
DIR.INFOMGR2D03,8.723713418
COMPUTERROOM2D04A,32.0805114
CORRIDOR2BC1,11.92940427
CORRIDOR2BC6,7.968411354
RECEPTION2B10,14.181456
ELECTRICAL2B13,8.904336466
RECS/FORMSSTORAGE2B14,9.75661885
STAIR2CS3,14.20447105
ROOF3R02,11.15470799
ROOF3R04,11.14710324
SCOPEWASH/DECON.1D06,8.315512
INTERACTIONSTATION1D13,11.946412
INTERACTIONSTATION1D36,11.853436
GEN.DENT.DTR#72C04,10.32281388
GEN.DENT.DTR#62C02,10.9245084
GEN.DENT.DTR#52A09,10.39306421
GEN.DENT.DTR#42A08,10.7436992
OHDTR#22A06,11.00429787
M.TOILET2C23,7.66403357
PATIENTADMIN.RECEPT.1A01,19.016928
TRICAREOFFICE1A03,8.158517
TRICAREOFFICE1A05,8.297676
TRICAREOFFICE1A06,9.3277025
WAITING1C01,11.6366
FITTING/DISP.1C04,9.190686
WTS&MEAS.ROOM1D15,4.577276382
APPMTS1D20,10.95444
WTS&MEAS.ROOM1D30,8.495052
COMM.ROOM1C13,11.06492
CORRIDOR1EC3,8.0541
DRESS1B09,4.12526675
STAIR1BS2,14.83002112
SEC.OFFICE2A03,14.77873
JAN.CL.2C05,3.237088
TRASH2C13,4.988792
COPY/FILE2D06,11.1552
ADMINOFFICE2D09,13.31522
OPSSQUADCMDR2D14,12.7149854
1STSGT2D15,9.925400952
OFFICE2B19,8.140704
ROOF3R03,58.0138357
SOIL.LIN.1E30,6.206734284
DIPCDECON2C10,10.249896
INTERACTIONSTATION1D10,11.88386249
GEN.DENT.DTR#92C09,10.4598151
OHDTR#32A07,10.9245084
TOILET1C12,5.458698
STAFFTOILET1A13,3.93738554
STAFFTOILET1B11,4.410432
W.TOILET2C24,8.496256046
M.TOILET2B22,4.440349511
CORRIDOR1DC5,6.073236
CHIEFAEROMED.1C17,8.99885
AUDIO1C19,10.400642
ELEC.CL.1C11,0.539759753
HKEQUIP.STORAGE1E01,8.966112
JAN.CL.1E03,3.468192
CHIEFLOGOFFICE1E05,9.1712
CONF.LIBRARY1E07,10.799832
DISASTERSTOR.1E14,21.141224
HAZ.STOR.1E17,8.6565728
FAC.MGR.OFFICE1E28,8.62789
DRESS1B07,3.897104
SOIL.UTL.1B14,3.427624
COMM.ROOM1B21,9.010952
ELEC.ROOM1B23,9.087384931
STAIR1AS1,13.57654
DENTALWAITING2A10,7.304909076
X-RAYALCOVE2A12-A,1.995578054
HK2C11,4.572256
QA/HRDDIRECTOR2D08,8.283076
VEST.2D12,2.326923795
CREDENTIALSMGR2D17,8.697743537
READINESSNCOICOFFICE2D19,9.96646744
OFFICE/EXAM2B8,11.735796
COMM.ROOM2B12,9.132201534
PHSUPER2B21,8.438141521
MECH.YARD1F01,78.91683985
ELEVATORE1,3.8493954
CL.UTL./KITCHENET2B17,8.257392
INTERACTIONSTATION1D08,11.94778834
INTERACTIONSTATION1D09,11.946412
INTERACTIONSTATION1D28,11.813064
INTERACTIONSTATION1D34,11.946412
INTERACTIONSTATION1D35,11.94641299
M.TOILET1E10,4.448202
ISOLATIONTOILET1E12,4.651448
W.TOILET2B5,4.130912
TRICAREOFFICE1A04,8.590244
PHARM.OFFICE1A08,9.510704
SOIL.UTL./TRASH1C06,4.6539024
JAN.CL.1D17,1.67125868
RECORDS1D24,10.95444
HIST./INTV.1C14,7.311094
BENCHSTOCKSTORAGE1E27,8.551708
CORRIDOR1EC2,7.27263
CLEANSUP.&EQUIP.1B12,3.302158225
FILMVIEW1B15,5.253263016
JAN.CL.1B16,3.427623616
CORRIDOR2AC5,8.38071
DENTALSURGEONOFFICE2A04,14.932054
ELECTRICAL2C18,9.076656
CENTRALISSUE2C19,19.802112
SUPER2D07,8.495886
TECHOFFICE2B7,9.236736
WAIT/ERGOM2B15,8.37408
PHTECH2B16,8.541769616
BEETECH2B23,9.9134105
BEETECH2B24,8.8244835
STAIR2BS2,14.39235334
HKBREAKROOM1E04,8.976312
GEN.DENT.DTR#82C06,10.9245084
SPECIMENTOILET1D14,4.184712
PAT./STAFFTOILET1B05,4.21724
W.TOILET1E09,4.448202
TOILET1D26,4.411232
STAFFTOILET2B6,5.012672
JAN.1A11,1.678622
SUPER/NCOIC1A14,6.74816
JAN.CL.1C03,3.546816
PESADMIN.OFFICE1C15,14.577996
ELEV.EQUIP.1E02,5.086272
FLAMABLESTORAGE1E21,4.8273352
SEC.STORAGE1E22,5.641926343
LABOFFICE1B06,9.3511146
CENT.STO.1B08,8.936512
GASSTORAGE1E15-A,1.6575762
DTRSUPPORT2C01,8.11544
PARTSSTORAGE2D01,8.250142
DATA/ARCHIVESTORAGE2D02,9.22564
JAN.CL.2B2,1.8928
TECHOFFICE2B9,9.169216
JAN.CL.2B20,2.82657667
TOILET1D04,4.58078
CLEANU.1D03,2.08844
CLEANU.1D37,2.088439519
STAIR2AS1,13.64399392
